,p2psockets,p2psockets-core,1.1.2,2005-09-20 05:50     28926,,https://repo1.maven.org/maven2/p2psockets/p2psockets-core/1.1.2/p2psockets-core-1.1.2.jar
,party.iroiro,reactor-locks,0.4.1,2022-06-06 15:15     17117,,https://repo1.maven.org/maven2/party/iroiro/reactor-locks/0.4.1/reactor-locks-0.4.1.jar
,party.iroiro,reactor-locks,0.4.0,2022-05-18 15:34     17011,,https://repo1.maven.org/maven2/party/iroiro/reactor-locks/0.4.0/reactor-locks-0.4.0.jar
,party.iroiro,reactor-locks,0.3.0,2022-05-18 05:02     12192,,https://repo1.maven.org/maven2/party/iroiro/reactor-locks/0.3.0/reactor-locks-0.3.0.jar
,party.iroiro,reactor-locks,0.2.0,2022-05-17 08:29      9876,,https://repo1.maven.org/maven2/party/iroiro/reactor-locks/0.2.0/reactor-locks-0.2.0.jar
,party.iroiro,reactor-locks,0.1.0,2022-05-16 12:32      9569,,https://repo1.maven.org/maven2/party/iroiro/reactor-locks/0.1.0/reactor-locks-0.1.0.jar
,party.iroiro,r2dbc-jdbc,0.3.1,2022-09-01 01:59     68233,,https://repo1.maven.org/maven2/party/iroiro/r2dbc-jdbc/0.3.1/r2dbc-jdbc-0.3.1.jar
,party.iroiro,r2dbc-jdbc,0.3.0,2022-08-27 16:40     68599,,https://repo1.maven.org/maven2/party/iroiro/r2dbc-jdbc/0.3.0/r2dbc-jdbc-0.3.0.jar
,party.iroiro,r2dbc-jdbc,0.2.3,2022-07-11 10:17     67612,,https://repo1.maven.org/maven2/party/iroiro/r2dbc-jdbc/0.2.3/r2dbc-jdbc-0.2.3.jar
,party.iroiro,r2dbc-jdbc,0.2.2,2022-07-09 11:04     67472,,https://repo1.maven.org/maven2/party/iroiro/r2dbc-jdbc/0.2.2/r2dbc-jdbc-0.2.2.jar
,party.iroiro,r2dbc-jdbc,0.2.1,2022-06-20 06:41     66651,,https://repo1.maven.org/maven2/party/iroiro/r2dbc-jdbc/0.2.1/r2dbc-jdbc-0.2.1.jar
,party.iroiro,r2dbc-jdbc,0.2.0,2022-05-26 08:18     66339,,https://repo1.maven.org/maven2/party/iroiro/r2dbc-jdbc/0.2.0/r2dbc-jdbc-0.2.0.jar
,party.iroiro,r2dbc-jdbc,0.1.1,2022-05-25 10:25     66872,,https://repo1.maven.org/maven2/party/iroiro/r2dbc-jdbc/0.1.1/r2dbc-jdbc-0.1.1.jar
,party.iroiro,r2dbc-jdbc,0.1.0,2022-05-24 09:49     65172,,https://repo1.maven.org/maven2/party/iroiro/r2dbc-jdbc/0.1.0/r2dbc-jdbc-0.1.0.jar
,party.iroiro.luajava,luajit-platform,3.4.0,2023-03-05 13:01    378349,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.4.0/luajit-platform-3.4.0-natives-x86_64.jar
,party.iroiro.luajava,luajit-platform,3.4.0,2023-03-05 13:01    433388,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.4.0/luajit-platform-3.4.0-natives-x86.jar
,party.iroiro.luajava,luajit-platform,3.4.0,2023-03-05 13:01   2409430,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.4.0/luajit-platform-3.4.0-natives-desktop.jar
,party.iroiro.luajava,luajit-platform,3.4.0,2023-03-05 13:01    371170,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.4.0/luajit-platform-3.4.0-natives-armeabi-v7a.jar
,party.iroiro.luajava,luajit-platform,3.4.0,2023-03-05 13:01    352624,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.4.0/luajit-platform-3.4.0-natives-arm64-v8a.jar
,party.iroiro.luajava,luajit-platform,3.3.0,2022-10-28 15:57    378245,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.3.0/luajit-platform-3.3.0-natives-x86_64.jar
,party.iroiro.luajava,luajit-platform,3.3.0,2022-10-28 15:57    433469,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.3.0/luajit-platform-3.3.0-natives-x86.jar
,party.iroiro.luajava,luajit-platform,3.3.0,2022-10-28 15:57   2065639,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.3.0/luajit-platform-3.3.0-natives-desktop.jar
,party.iroiro.luajava,luajit-platform,3.3.0,2022-10-28 15:57    370992,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.3.0/luajit-platform-3.3.0-natives-armeabi-v7a.jar
,party.iroiro.luajava,luajit-platform,3.3.0,2022-10-28 15:57    350754,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.3.0/luajit-platform-3.3.0-natives-arm64-v8a.jar
,party.iroiro.luajava,luajit-platform,3.2.0,2022-09-07 08:37    378265,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.2.0/luajit-platform-3.2.0-natives-x86_64.jar
,party.iroiro.luajava,luajit-platform,3.2.0,2022-09-07 08:37    433438,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.2.0/luajit-platform-3.2.0-natives-x86.jar
,party.iroiro.luajava,luajit-platform,3.2.0,2022-09-07 08:37   2064340,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.2.0/luajit-platform-3.2.0-natives-desktop.jar
,party.iroiro.luajava,luajit-platform,3.2.0,2022-09-07 08:37    370953,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.2.0/luajit-platform-3.2.0-natives-armeabi-v7a.jar
,party.iroiro.luajava,luajit-platform,3.2.0,2022-09-07 08:37    350778,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.2.0/luajit-platform-3.2.0-natives-arm64-v8a.jar
,party.iroiro.luajava,luajit-platform,3.1.3,2022-08-30 04:50    377780,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.3/luajit-platform-3.1.3-natives-x86_64.jar
,party.iroiro.luajava,luajit-platform,3.1.3,2022-08-30 04:50    433029,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.3/luajit-platform-3.1.3-natives-x86.jar
,party.iroiro.luajava,luajit-platform,3.1.3,2022-08-30 04:50   2061200,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.3/luajit-platform-3.1.3-natives-desktop.jar
,party.iroiro.luajava,luajit-platform,3.1.3,2022-08-30 04:50    370566,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.3/luajit-platform-3.1.3-natives-armeabi-v7a.jar
,party.iroiro.luajava,luajit-platform,3.1.3,2022-08-30 04:50    350464,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.3/luajit-platform-3.1.3-natives-arm64-v8a.jar
,party.iroiro.luajava,luajit-platform,3.1.2,2022-08-18 08:01    376788,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.2/luajit-platform-3.1.2-natives-x86_64.jar
,party.iroiro.luajava,luajit-platform,3.1.2,2022-08-18 08:01    431850,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.2/luajit-platform-3.1.2-natives-x86.jar
,party.iroiro.luajava,luajit-platform,3.1.2,2022-08-18 08:01   2053872,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.2/luajit-platform-3.1.2-natives-desktop.jar
,party.iroiro.luajava,luajit-platform,3.1.2,2022-08-18 08:01    369396,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.2/luajit-platform-3.1.2-natives-armeabi-v7a.jar
,party.iroiro.luajava,luajit-platform,3.1.2,2022-08-18 08:01    349384,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.2/luajit-platform-3.1.2-natives-arm64-v8a.jar
,party.iroiro.luajava,luajit-platform,3.1.1,2022-08-08 17:15    376788,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.1/luajit-platform-3.1.1-natives-x86_64.jar
,party.iroiro.luajava,luajit-platform,3.1.1,2022-08-08 17:15    431850,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.1/luajit-platform-3.1.1-natives-x86.jar
,party.iroiro.luajava,luajit-platform,3.1.1,2022-08-08 17:15   2053879,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.1/luajit-platform-3.1.1-natives-desktop.jar
,party.iroiro.luajava,luajit-platform,3.1.1,2022-08-08 17:15    369396,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.1/luajit-platform-3.1.1-natives-armeabi-v7a.jar
,party.iroiro.luajava,luajit-platform,3.1.1,2022-08-08 17:15    349384,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.1/luajit-platform-3.1.1-natives-arm64-v8a.jar
,party.iroiro.luajava,luajit-platform,3.1.0,2022-07-19 15:39    378970,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.0/luajit-platform-3.1.0-natives-x86_64.jar
,party.iroiro.luajava,luajit-platform,3.1.0,2022-07-19 15:39    348527,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.0/luajit-platform-3.1.0-natives-x86.jar
,party.iroiro.luajava,luajit-platform,3.1.0,2022-07-19 15:39   2022552,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.0/luajit-platform-3.1.0-natives-desktop.jar
,party.iroiro.luajava,luajit-platform,3.1.0,2022-07-19 15:39    332782,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.0/luajit-platform-3.1.0-natives-armeabi-v7a.jar
,party.iroiro.luajava,luajit-platform,3.1.0,2022-07-19 15:39    344242,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.1.0/luajit-platform-3.1.0-natives-arm64-v8a.jar
,party.iroiro.luajava,luajit-platform,3.0.2,2022-07-13 10:54    378557,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.2/luajit-platform-3.0.2-natives-x86_64.jar
,party.iroiro.luajava,luajit-platform,3.0.2,2022-07-13 10:54    348016,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.2/luajit-platform-3.0.2-natives-x86.jar
,party.iroiro.luajava,luajit-platform,3.0.2,2022-07-13 10:54   2018183,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.2/luajit-platform-3.0.2-natives-desktop.jar
,party.iroiro.luajava,luajit-platform,3.0.2,2022-07-13 10:54    332251,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.2/luajit-platform-3.0.2-natives-armeabi-v7a.jar
,party.iroiro.luajava,luajit-platform,3.0.2,2022-07-13 10:54    343827,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.2/luajit-platform-3.0.2-natives-arm64-v8a.jar
,party.iroiro.luajava,luajit-platform,3.0.1,2022-07-02 18:06    378557,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.1/luajit-platform-3.0.1-natives-x86_64.jar
,party.iroiro.luajava,luajit-platform,3.0.1,2022-07-02 18:06    348013,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.1/luajit-platform-3.0.1-natives-x86.jar
,party.iroiro.luajava,luajit-platform,3.0.1,2022-07-02 18:06   1512339,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.1/luajit-platform-3.0.1-natives-desktop.jar
,party.iroiro.luajava,luajit-platform,3.0.1,2022-07-02 18:06    332248,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.1/luajit-platform-3.0.1-natives-armeabi-v7a.jar
,party.iroiro.luajava,luajit-platform,3.0.1,2022-07-02 18:06    343826,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.1/luajit-platform-3.0.1-natives-arm64-v8a.jar
,party.iroiro.luajava,luajit-platform,3.0.0,2022-06-30 07:24    378100,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.0/luajit-platform-3.0.0-natives-x86_64.jar
,party.iroiro.luajava,luajit-platform,3.0.0,2022-06-30 07:24    347701,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.0/luajit-platform-3.0.0-natives-x86.jar
,party.iroiro.luajava,luajit-platform,3.0.0,2022-06-30 07:24   1510299,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.0/luajit-platform-3.0.0-natives-desktop.jar
,party.iroiro.luajava,luajit-platform,3.0.0,2022-06-30 07:24    331903,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.0/luajit-platform-3.0.0-natives-armeabi-v7a.jar
,party.iroiro.luajava,luajit-platform,3.0.0,2022-06-30 07:24    343492,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit-platform/3.0.0/luajit-platform-3.0.0-natives-arm64-v8a.jar
,party.iroiro.luajava,luajit,3.4.0,2023-03-05 13:00      5487,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit/3.4.0/luajit-3.4.0.jar
,party.iroiro.luajava,luajit,3.3.0,2022-10-28 15:56      5487,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit/3.3.0/luajit-3.3.0.jar
,party.iroiro.luajava,luajit,3.2.0,2022-09-07 08:37      5261,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit/3.2.0/luajit-3.2.0.jar
,party.iroiro.luajava,luajit,3.1.3,2022-08-30 04:50      5261,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit/3.1.3/luajit-3.1.3.jar
,party.iroiro.luajava,luajit,3.1.2,2022-08-18 08:01      5228,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit/3.1.2/luajit-3.1.2.jar
,party.iroiro.luajava,luajit,3.1.1,2022-08-08 17:14      5228,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit/3.1.1/luajit-3.1.1.jar
,party.iroiro.luajava,luajit,3.1.0,2022-07-19 15:39      5158,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit/3.1.0/luajit-3.1.0.jar
,party.iroiro.luajava,luajit,3.0.2,2022-07-13 10:54      5164,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit/3.0.2/luajit-3.0.2.jar
,party.iroiro.luajava,luajit,3.0.1,2022-07-02 18:06      5164,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit/3.0.1/luajit-3.0.1.jar
,party.iroiro.luajava,luajit,3.0.0,2022-06-30 07:23      5150,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajit/3.0.0/luajit-3.0.0.jar
,party.iroiro.luajava,luajava,3.4.0,2023-03-05 13:00     60464,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajava/3.4.0/luajava-3.4.0.jar
,party.iroiro.luajava,luajava,3.3.0,2022-10-28 15:56     60523,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajava/3.3.0/luajava-3.3.0.jar
,party.iroiro.luajava,luajava,3.2.0,2022-09-07 08:37     60479,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajava/3.2.0/luajava-3.2.0.jar
,party.iroiro.luajava,luajava,3.1.3,2022-08-30 04:50     59726,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajava/3.1.3/luajava-3.1.3.jar
,party.iroiro.luajava,luajava,3.1.2,2022-08-18 08:01     59333,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajava/3.1.2/luajava-3.1.2.jar
,party.iroiro.luajava,luajava,3.1.1,2022-08-08 17:14     58210,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajava/3.1.1/luajava-3.1.1.jar
,party.iroiro.luajava,luajava,3.1.0,2022-07-19 15:39     48167,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajava/3.1.0/luajava-3.1.0.jar
,party.iroiro.luajava,luajava,3.0.2,2022-07-13 10:54     37038,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajava/3.0.2/luajava-3.0.2.jar
,party.iroiro.luajava,luajava,3.0.1,2022-07-02 18:06     37038,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajava/3.0.1/luajava-3.0.1.jar
,party.iroiro.luajava,luajava,3.0.0,2022-06-30 07:22     34234,,https://repo1.maven.org/maven2/party/iroiro/luajava/luajava/3.0.0/luajava-3.0.0.jar
,party.iroiro.luajava,lua54-platform,3.4.0,2023-03-05 13:00    187346,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.4.0/lua54-platform-3.4.0-natives-x86_64.jar
,party.iroiro.luajava,lua54-platform,3.4.0,2023-03-05 13:00    269529,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.4.0/lua54-platform-3.4.0-natives-x86.jar
,party.iroiro.luajava,lua54-platform,3.4.0,2023-03-05 13:00   2021012,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.4.0/lua54-platform-3.4.0-natives-ios.jar
,party.iroiro.luajava,lua54-platform,3.4.0,2023-03-05 13:00   1206588,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.4.0/lua54-platform-3.4.0-natives-desktop.jar
,party.iroiro.luajava,lua54-platform,3.4.0,2023-03-05 13:00    231052,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.4.0/lua54-platform-3.4.0-natives-armeabi-v7a.jar
,party.iroiro.luajava,lua54-platform,3.4.0,2023-03-05 13:00    178639,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.4.0/lua54-platform-3.4.0-natives-arm64-v8a.jar
,party.iroiro.luajava,lua54-platform,3.3.0,2022-10-28 15:56    187345,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.3.0/lua54-platform-3.3.0-natives-x86_64.jar
,party.iroiro.luajava,lua54-platform,3.3.0,2022-10-28 15:56    269529,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.3.0/lua54-platform-3.3.0-natives-x86.jar
,party.iroiro.luajava,lua54-platform,3.3.0,2022-10-28 15:56   2020999,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.3.0/lua54-platform-3.3.0-natives-ios.jar
,party.iroiro.luajava,lua54-platform,3.3.0,2022-10-28 15:56   1032127,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.3.0/lua54-platform-3.3.0-natives-desktop.jar
,party.iroiro.luajava,lua54-platform,3.3.0,2022-10-28 15:56    231050,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.3.0/lua54-platform-3.3.0-natives-armeabi-v7a.jar
,party.iroiro.luajava,lua54-platform,3.3.0,2022-10-28 15:56    177928,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.3.0/lua54-platform-3.3.0-natives-arm64-v8a.jar
,party.iroiro.luajava,lua54-platform,3.2.0,2022-09-07 08:37    187308,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.2.0/lua54-platform-3.2.0-natives-x86_64.jar
,party.iroiro.luajava,lua54-platform,3.2.0,2022-09-07 08:37    269534,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.2.0/lua54-platform-3.2.0-natives-x86.jar
,party.iroiro.luajava,lua54-platform,3.2.0,2022-09-07 08:37   2017148,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.2.0/lua54-platform-3.2.0-natives-ios.jar
,party.iroiro.luajava,lua54-platform,3.2.0,2022-09-07 08:37   1031467,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.2.0/lua54-platform-3.2.0-natives-desktop.jar
,party.iroiro.luajava,lua54-platform,3.2.0,2022-09-07 08:37    231027,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.2.0/lua54-platform-3.2.0-natives-armeabi-v7a.jar
,party.iroiro.luajava,lua54-platform,3.2.0,2022-09-07 08:37    177915,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.2.0/lua54-platform-3.2.0-natives-arm64-v8a.jar
,party.iroiro.luajava,lua54-platform,3.1.3,2022-08-30 04:50    186751,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.3/lua54-platform-3.1.3-natives-x86_64.jar
,party.iroiro.luajava,lua54-platform,3.1.3,2022-08-30 04:50    269069,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.3/lua54-platform-3.1.3-natives-x86.jar
,party.iroiro.luajava,lua54-platform,3.1.3,2022-08-30 04:50   2011846,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.3/lua54-platform-3.1.3-natives-ios.jar
,party.iroiro.luajava,lua54-platform,3.1.3,2022-08-30 04:50   1028694,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.3/lua54-platform-3.1.3-natives-desktop.jar
,party.iroiro.luajava,lua54-platform,3.1.3,2022-08-30 04:50    230574,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.3/lua54-platform-3.1.3-natives-armeabi-v7a.jar
,party.iroiro.luajava,lua54-platform,3.1.3,2022-08-30 04:50    177568,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.3/lua54-platform-3.1.3-natives-arm64-v8a.jar
,party.iroiro.luajava,lua54-platform,3.1.2,2022-08-18 08:01    185796,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.2/lua54-platform-3.1.2-natives-x86_64.jar
,party.iroiro.luajava,lua54-platform,3.1.2,2022-08-18 08:01    268224,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.2/lua54-platform-3.1.2-natives-x86.jar
,party.iroiro.luajava,lua54-platform,3.1.2,2022-08-18 08:01   2004742,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.2/lua54-platform-3.1.2-natives-ios.jar
,party.iroiro.luajava,lua54-platform,3.1.2,2022-08-18 08:01   1023260,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.2/lua54-platform-3.1.2-natives-desktop.jar
,party.iroiro.luajava,lua54-platform,3.1.2,2022-08-18 08:01    229692,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.2/lua54-platform-3.1.2-natives-armeabi-v7a.jar
,party.iroiro.luajava,lua54-platform,3.1.2,2022-08-18 08:01    176661,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.2/lua54-platform-3.1.2-natives-arm64-v8a.jar
,party.iroiro.luajava,lua54-platform,3.1.1,2022-08-08 17:14    185796,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.1/lua54-platform-3.1.1-natives-x86_64.jar
,party.iroiro.luajava,lua54-platform,3.1.1,2022-08-08 17:14    268224,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.1/lua54-platform-3.1.1-natives-x86.jar
,party.iroiro.luajava,lua54-platform,3.1.1,2022-08-08 17:14   2004737,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.1/lua54-platform-3.1.1-natives-ios.jar
,party.iroiro.luajava,lua54-platform,3.1.1,2022-08-08 17:14   1023855,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.1/lua54-platform-3.1.1-natives-desktop.jar
,party.iroiro.luajava,lua54-platform,3.1.1,2022-08-08 17:14    229692,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.1/lua54-platform-3.1.1-natives-armeabi-v7a.jar
,party.iroiro.luajava,lua54-platform,3.1.1,2022-08-08 17:14    176661,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.1/lua54-platform-3.1.1-natives-arm64-v8a.jar
,party.iroiro.luajava,lua54-platform,3.1.0,2022-07-19 15:39    190423,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.0/lua54-platform-3.1.0-natives-x86_64.jar
,party.iroiro.luajava,lua54-platform,3.1.0,2022-07-19 15:39    196556,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.0/lua54-platform-3.1.0-natives-x86.jar
,party.iroiro.luajava,lua54-platform,3.1.0,2022-07-19 15:39   1950817,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.0/lua54-platform-3.1.0-natives-ios.jar
,party.iroiro.luajava,lua54-platform,3.1.0,2022-07-19 15:39    989833,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.0/lua54-platform-3.1.0-natives-desktop.jar
,party.iroiro.luajava,lua54-platform,3.1.0,2022-07-19 15:39    183007,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.0/lua54-platform-3.1.0-natives-armeabi-v7a.jar
,party.iroiro.luajava,lua54-platform,3.1.0,2022-07-19 15:39    175708,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.1.0/lua54-platform-3.1.0-natives-arm64-v8a.jar
,party.iroiro.luajava,lua54-platform,3.0.2,2022-07-13 10:54    189707,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.0.2/lua54-platform-3.0.2-natives-x86_64.jar
,party.iroiro.luajava,lua54-platform,3.0.2,2022-07-13 10:54    195916,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.0.2/lua54-platform-3.0.2-natives-x86.jar
,party.iroiro.luajava,lua54-platform,3.0.2,2022-07-13 10:54   1943869,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.0.2/lua54-platform-3.0.2-natives-ios.jar
,party.iroiro.luajava,lua54-platform,3.0.2,2022-07-13 10:54    985608,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.0.2/lua54-platform-3.0.2-natives-desktop.jar
,party.iroiro.luajava,lua54-platform,3.0.2,2022-07-13 10:54    182256,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.0.2/lua54-platform-3.0.2-natives-armeabi-v7a.jar
,party.iroiro.luajava,lua54-platform,3.0.2,2022-07-13 10:54    175124,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.0.2/lua54-platform-3.0.2-natives-arm64-v8a.jar
,party.iroiro.luajava,lua54-platform,3.0.1,2022-07-02 18:06    189707,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.0.1/lua54-platform-3.0.1-natives-x86_64.jar
,party.iroiro.luajava,lua54-platform,3.0.1,2022-07-02 18:06    195916,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.0.1/lua54-platform-3.0.1-natives-x86.jar
,party.iroiro.luajava,lua54-platform,3.0.1,2022-07-02 18:06   1943867,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.0.1/lua54-platform-3.0.1-natives-ios.jar
,party.iroiro.luajava,lua54-platform,3.0.1,2022-07-02 18:06    985609,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.0.1/lua54-platform-3.0.1-natives-desktop.jar
,party.iroiro.luajava,lua54-platform,3.0.1,2022-07-02 18:06    182256,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.0.1/lua54-platform-3.0.1-natives-armeabi-v7a.jar
,party.iroiro.luajava,lua54-platform,3.0.1,2022-07-02 18:06    175124,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.0.1/lua54-platform-3.0.1-natives-arm64-v8a.jar
,party.iroiro.luajava,lua54-platform,3.0.0,2022-06-30 07:23    189242,,https://repo1.maven.org/maven2/party/iroiro/luajava/lua54-platform/3.0.0/lua54-platform-3.0.0-natives-x86_64.jar
